cdTimestamp,Location_ID,Latitude,Longitude,LULC_Type,Temperature,Humidity,Wind_Speed,Solar_Radiation,Precipitation,Air_Pressure,NDVI
2022-01-01 01:55:00,Station_1,43.18671769834629,-76.06689671637508,Barren,31.12,36.16,12.97,774.09,10,1008.54,0.32
2022-01-01 02:00:00,Station_1,34.787582710575336,-85.4024426925995,Barren,7.78,76.47,5.69,561.01,3,1024.75,0.39
2022-01-01 02:05:00,Station_1,38.36782122973261,-100.76776139677199,Forest,-2.95,82.19,11.46,264.62,3,992.61,0.71
2022-01-01 02:10:00,Station_1,27.393650644471208,-71.50244603611831,Urban,-6.71,44.11,9.41,137.91,1,1002.56,0.31
2022-01-01 02:15:00,Station_1,33.428288474024036,-122.71289930360447,Forest,1.06,62.9,13.48,303.5,0,1027.91,0.55
2022-01-01 02:20:00,Station_1,42.343078132816544,-100.52506289952008,Urban,10.96,76.35,8.38,342.49,9,985.6,0.33
2022-01-01 02:25:00,Station_1,27.33106545787652,-97.11301213966708,Barren,16.03,72.42,11.88,738.36,9,1008.95,0.44
2022-01-01 02:30:00,Station_1,26.747231247741986,-78.10219755192092,Forest,-3.32,45.27,10.57,744.07,6,1006.29,0.42
2022-01-01 02:35:00,Station_1,26.433055474348723,-68.13767475585973,Urban,9.95,38.05,7.45,888.62,3,1044.84,0.22
2022-01-01 02:40:00,Station_1,40.36796951499855,-113.25001040925021,Water,15.63,38.32,11.27,254.75,5,1046.77,0.71
2022-01-01 02:45:00,Station_1,43.340723994996445,-114.76874483287791,Agricultural,27.89,81.09,2.47,405.85,5,1035.9,0.61
2022-01-01 02:50:00,Station_1,33.961305161676286,-112.967901948968,Agricultural,15.95,55.13,11.94,573.98,6,986.19,0.85
2022-01-01 02:55:00,Station_1,32.44929747853507,-100.70338161655337,Water,-9.76,44.92,12.52,279.81,4,1038.89,0.2
2022-01-01 03:00:00,Station_1,26.896335491349948,-105.86372049000579,Forest,-2.22,88.32,6.74,773.97,8,986.97,0.28
2022-01-01 03:05:00,Station_1,35.23208022077549,-71.68590349906083,Agricultural,29.73,41.84,10.79,928.12,0,1017.75,0.15
2022-01-01 03:10:00,Station_1,36.753828782991285,-75.69973192499788,Agricultural,12.95,30.28,5.4,632.05,5,1022.62,0.63
2022-01-01 03:15:00,Station_1,36.267865141690606,-88.77792577818028,Agricultural,21.33,52.73,4.28,207.1,4,1031.65,0.27
2022-01-01 03:20:00,Station_1,38.98232403854902,-81.31661506295372,Barren,27.3,34.97,1.51,215.66,1,999.21,0.65
2022-01-01 03:25:00,Station_1,29.07815574712784,-86.66914765959037,Barren,25.97,82.24,13.38,136.28,9,1014.09,0.13
2022-01-01 03:30:00,Station_1,48.7057226108511,-100.2645747503482,Agricultural,-6.2,45.06,6.1,573.76,4,1039.03,0.13
2022-01-01 03:35:00,Station_1,28.644702580108024,-89.01698677699069,Agricultural,28.6,52.03,5.52,829.78,10,1030.47,0.68
2022-01-01 03:40:00,Station_1,44.57036068443581,-117.14238432416906,Agricultural,4.85,37.05,3.56,401.54,4,999.51,0.82
2022-01-01 03:45:00,Station_1,46.90747400924832,-76.46128178183645,Forest,29.56,52.72,11.81,974.18,1,1004.22,0.59
2022-01-01 03:50:00,Station_1,26.405999912439142,-107.75637950322552,Urban,-5.34,62.69,6.0,276.33,3,1033.59,0.13
2022-01-01 03:55:00,Station_1,49.376715182388054,-97.27997390814971,Urban,-7.53,79.15,9.51,203.03,1,1018.37,0.54
2022-01-01 04:00:00,Station_1,42.665165590531174,-93.1647758139012,Urban,19.09,42.29,0.13,443.03,0,1017.04,0.37
2022-01-01 04:05:00,Station_1,41.907336981754554,-63.53965933171053,Water,23.99,79.92,7.88,719.63,10,1020.65,0.81
2022-01-01 04:10:00,Station_1,28.97218266394418,-97.79172275920844,Forest,14.42,53.37,7.54,774.96,6,984.05,0.72
2022-01-01 04:15:00,Station_1,36.1474271211753,-81.8687490098362,Water,33.92,64.95,9.59,861.28,5,1030.13,0.75
2022-01-01 04:20:00,Station_1,47.409263978647004,-70.26292173531357,Water,34.0,36.99,11.19,278.05,10,1042.61,0.24
2022-01-01 04:25:00,Station_1,32.78736812231141,-92.2184157951528,Forest,15.14,75.61,8.16,211.88,0,1000.84,0.32
2022-01-01 04:30:00,Station_1,33.97494146531257,-107.19709261346017,Forest,-9.8,87.86,3.13,305.86,6,1019.03,0.33
2022-01-01 04:35:00,Station_1,41.60333215859636,-111.29206242877488,Water,5.24,33.24,3.9,434.75,0,1022.6,0.75
2022-01-01 04:40:00,Station_1,35.61770874232146,-99.14041240299728,Barren,17.33,45.05,2.14,263.85,1,1039.66,0.32
2022-01-01 04:45:00,Station_1,47.8852808738325,-74.30145371225262,Water,33.74,72.54,3.11,783.51,10,1004.95,0.19
2022-01-01 04:50:00,Station_1,37.73597315772675,-97.55304312611175,Barren,5.33,64.56,4.5,677.3,9,1006.83,0.43
2022-01-01 04:55:00,Station_1,45.25092517235262,-84.71203697290701,Forest,21.73,49.36,6.32,993.73,9,1021.52,0.12
2022-01-01 05:00:00,Station_1,35.524631987145085,-74.2330176603081,Barren,28.24,45.76,13.04,354.01,1,1048.84,0.1
2022-01-01 05:05:00,Station_1,29.029333426747787,-83.47013139353912,Barren,18.53,66.25,6.7,713.36,5,990.85,0.25
2022-01-01 05:10:00,Station_1,37.99458586322807,-98.99873064664287,Urban,18.38,30.56,4.21,542.02,0,1005.38,0.65
2022-01-01 05:15:00,Station_1,39.216188950619674,-114.73617633895815,Water,22.56,89.54,7.07,497.07,10,1011.61,0.28
2022-01-01 05:20:00,Station_1,32.585897094828205,-78.44937874338109,Urban,-2.12,48.87,9.33,777.76,3,1041.26,0.7
2022-01-01 05:25:00,Station_1,40.046286472652554,-124.73587964567851,Urban,7.03,57.38,9.74,411.2,3,992.13,0.33
2022-01-01 05:30:00,Station_1,29.689148291769186,-117.47667809264236,Barren,32.4,85.41,13.18,120.35,2,1012.18,0.32
2022-01-01 05:35:00,Station_1,35.20527435185047,-93.79166576380898,Forest,14.13,47.7,0.3,283.42,4,1015.77,0.26
2022-01-01 05:40:00,Station_1,37.53710261289528,-97.51256959350673,Agricultural,-4.51,80.4,11.57,172.54,0,1003.94,0.73
2022-01-01 05:45:00,Station_1,37.52519809924079,-69.85799290009325,Barren,33.4,47.15,8.79,478.49,3,989.96,0.77
2022-01-01 05:50:00,Station_1,41.933991443497604,-89.02733543009916,Barren,31.75,35.55,9.39,670.46,2,988.96,0.5
2022-01-01 05:55:00,Station_1,40.21708346456235,-73.45024879330573,Urban,-8.95,60.08,6.17,559.37,2,1047.01,0.52
2022-01-01 06:00:00,Station_1,43.707983200234466,-68.65122838277352,Urban,34.12,45.36,5.87,924.95,1,1028.49,0.1
2022-01-01 06:05:00,Station_1,28.0630870115083,-66.54587239392302,Forest,5.57,34.12,2.21,103.65,7,1044.19,0.29
2022-01-01 06:10:00,Station_1,37.664942090241084,-94.14364588978653,Agricultural,17.92,65.56,8.56,980.84,1,1046.98,0.84
2022-01-01 06:15:00,Station_1,42.759763709403074,-61.31585645183767,Forest,1.56,43.58,14.95,711.12,0,1049.36,0.26
2022-01-01 06:20:00,Station_1,44.87228141577371,-115.91061984284934,Forest,-4.35,68.73,12.68,513.92,4,1035.01,0.4
2022-01-01 06:25:00,Station_1,39.77194176973579,-72.99603484130716,Barren,-0.24,30.41,7.32,832.56,4,987.76,0.23
2022-01-01 06:30:00,Station_1,37.604258802731586,-112.94019833151665,Forest,21.78,75.11,2.07,877.78,2,1006.43,0.81
2022-01-01 06:35:00,Station_1,44.97545045273836,-84.45860613391045,Urban,-0.72,63.29,1.56,515.0,4,1042.52,0.69
2022-01-01 06:40:00,Station_1,31.75577461417167,-68.99899220866388,Barren,2.85,49.51,2.96,687.06,2,1032.67,0.35
2022-01-01 06:45:00,Station_1,26.231242098154276,-103.41337691311315,Urban,24.62,73.71,0.49,581.38,10,983.57,0.32
2022-01-01 06:50:00,Station_1,38.45883953371664,-112.31601720854184,Water,13.37,86.44,8.56,706.11,9,1021.69,0.6
2022-01-01 06:55:00,Station_1,31.917152904909994,-80.61201903304737,Forest,11.54,55.78,6.6,212.95,10,1019.51,0.43
2022-01-01 07:00:00,Station_1,38.20132000267308,-108.64828131304887,Water,4.1,57.0,6.75,590.65,4,1008.2,0.54
2022-01-01 07:05:00,Station_1,38.484295271775764,-103.90272541303607,Barren,-4.67,67.71,1.95,171.46,10,1034.01,0.6
2022-01-01 07:10:00,Station_1,48.481880209559236,-99.54939073336166,Water,30.64,76.51,13.25,949.38,5,985.87,0.34
2022-01-01 07:15:00,Station_1,40.00712688088268,-109.02684854710208,Forest,-5.85,59.13,9.36,159.36,8,1037.34,0.26
2022-01-01 07:20:00,Station_1,35.739727900935975,-121.32887835040026,Urban,17.45,80.5,11.86,721.65,2,999.02,0.58
2022-01-01 07:25:00,Station_1,27.36579917307735,-108.52586518503561,Forest,1.32,48.84,11.77,723.34,10,1045.62,0.73
2022-01-01 07:30:00,Station_1,48.06682400862594,-119.06301192120664,Agricultural,12.27,78.72,10.98,365.67,1,989.99,0.61
2022-01-01 07:35:00,Station_1,44.3137037677926,-100.37289637119133,Urban,5.13,37.91,4.27,349.1,4,1048.75,0.69
2022-01-01 07:40:00,Station_1,32.2012879081215,-72.34906260287724,Water,-1.31,71.89,0.63,524.54,1,1040.77,0.72
2022-01-01 07:45:00,Station_1,40.321084122669134,-115.42605070502847,Urban,23.12,87.7,14.04,884.63,7,1010.62,0.49
2022-01-01 07:50:00,Station_1,46.6750722858975,-91.17380784696186,Urban,22.34,38.22,7.61,671.04,6,1032.34,0.38
2022-01-01 07:55:00,Station_1,45.58148170332154,-82.10980692205851,Water,15.54,49.95,1.6,729.09,7,1007.98,0.49
2022-01-01 08:00:00,Station_1,32.43946632492246,-91.33083282126682,Water,30.38,43.71,3.68,939.99,6,985.34,0.12
2022-01-01 08:05:00,Station_1,37.69152125354618,-114.34319015282054,Barren,-1.94,84.6,12.63,686.36,3,988.69,0.33
2022-01-01 08:10:00,Station_1,30.690619896646727,-81.18488542401714,Water,4.14,68.34,7.72,573.86,0,1008.72,0.16
2022-01-01 08:15:00,Station_1,27.897205140234412,-103.73510100585759,Urban,26.52,68.83,7.75,957.18,6,1034.96,0.71
2022-01-01 08:20:00,Station_1,35.137325880712076,-80.75522230921888,Urban,6.92,61.62,8.15,407.15,6,988.77,0.14
2022-01-01 08:25:00,Station_1,46.111078467368905,-80.87565749210748,Water,22.28,34.58,11.55,870.81,0,1048.3,0.33
2022-01-01 08:30:00,Station_1,39.03140399819386,-64.0830238305453,Barren,0.85,61.84,14.53,502.99,8,1004.73,0.12
2022-01-01 08:35:00,Station_1,37.099772930635666,-97.7059928327485,Forest,18.7,62.97,3.63,379.03,9,994.47,0.37
2022-01-01 08:40:00,Station_1,48.75903676579096,-86.58947981102,Agricultural,-3.18,40.64,10.4,713.66,8,1040.12,0.87
2022-01-01 08:45:00,Station_1,45.30253483272691,-70.2054220864471,Urban,33.4,52.78,2.47,911.64,8,1034.18,0.26
2022-01-01 08:50:00,Station_1,44.721237494002295,-114.08326873312497,Forest,30.56,83.42,4.77,996.0,2,1008.49,0.71
2022-01-01 08:55:00,Station_1,40.47986621781098,-66.15943393733795,Agricultural,3.11,48.52,2.89,456.51,8,1029.54,0.46
2022-01-01 09:00:00,Station_1,31.128473767280422,-76.21157513979077,Urban,8.27,81.11,8.25,807.5,0,1018.27,0.62
2022-01-01 09:05:00,Station_1,38.08535440384945,-85.96802615715907,Water,14.62,53.27,3.9,490.33,6,1003.96,0.14
2022-01-01 09:10:00,Station_1,26.2226384087679,-110.02434469220185,Water,14.66,45.62,9.89,247.75,1,1042.79,0.47
2022-01-01 09:15:00,Station_1,35.18654191520732,-87.96288744175094,Agricultural,20.7,36.71,3.34,604.7,3,1046.45,0.59
2022-01-01 09:20:00,Station_1,47.12670262657223,-121.29264549069559,Urban,-4.3,54.12,13.96,303.08,10,1020.94,0.43
2022-01-01 09:25:00,Station_1,31.353776024619677,-99.97946423363871,Urban,16.15,62.64,13.12,914.37,3,1008.53,0.49
2022-01-01 09:30:00,Station_1,40.65894822974012,-70.48800126396858,Agricultural,9.07,56.15,2.08,447.66,4,1021.22,0.37
2022-01-01 09:35:00,Station_1,35.7804043187471,-108.87220722223388,Water,8.61,53.91,3.89,368.94,3,1009.29,0.13
2022-01-01 09:40:00,Station_1,44.280504715240276,-74.17054745451877,Urban,3.86,62.69,9.17,413.5,4,1015.1,0.52
2022-01-01 09:45:00,Station_1,35.68531533219708,-78.58345942782564,Agricultural,16.65,87.77,3.41,397.9,9,1031.93,0.42
2022-01-01 09:50:00,Station_1,35.95055788709201,-77.82977048526874,Forest,-7.2,76.92,3.91,915.81,8,1034.77,0.22
2022-01-01 09:55:00,Station_1,31.48676994307659,-98.4640064254744,Water,-1.92,68.2,13.32,129.59,2,1037.72,0.26
2022-01-01 10:00:00,Station_1,38.722124331945295,-89.93700898145997,Forest,24.27,89.3,10.6,954.92,8,1037.25,0.75
2022-01-01 10:05:00,Station_1,37.292829798719126,-95.42447992368741,Agricultural,9.69,88.04,1.43,322.34,10,1040.43,0.78
2022-01-01 10:10:00,Station_1,40.30422429299719,-72.96893095367835,Water,-5.31,88.28,6.67,250.69,5,986.47,0.52
2022-01-01 10:15:00,Station_1,36.24168950775909,-97.5643216008896,Water,10.46,45.96,3.72,429.89,1,1019.69,0.79
2022-01-01 10:20:00,Station_1,27.892300047030723,-101.04684978797451,Agricultural,32.18,60.36,2.59,143.45,0,1029.94,0.57
2022-01-01 10:25:00,Station_1,33.69695727946692,-104.50519836612295,Agricultural,29.02,32.09,7.8,174.12,10,1026.18,0.28
2022-01-01 10:30:00,Station_1,39.675715986809266,-62.44455758739412,Water,12.54,55.52,0.97,166.89,2,1012.75,0.38
2022-01-01 10:35:00,Station_1,31.242770535887583,-122.84446245636757,Barren,13.18,73.19,10.36,347.89,10,985.54,0.3
2022-01-01 10:40:00,Station_1,36.268674432159486,-75.12177264919364,Agricultural,30.83,59.2,6.51,929.87,4,990.37,0.21
2022-01-01 10:45:00,Station_1,44.959430897351325,-64.93540845787811,Barren,-6.5,65.63,2.06,729.58,5,1042.53,0.85
2022-01-01 10:50:00,Station_1,38.259133781242646,-66.37088877559091,Barren,-8.77,66.59,10.38,304.68,1,1012.49,0.26
2022-01-01 10:55:00,Station_1,29.89058623147735,-94.17027096573406,Water,29.4,36.69,1.11,267.31,9,1008.61,0.22
2022-01-01 11:00:00,Station_1,37.20861542806112,-124.36090772468826,Urban,-8.85,74.51,8.86,834.4,4,1028.14,0.37
2022-01-01 11:05:00,Station_1,38.75802527240843,-64.95046294112615,Forest,6.58,66.91,6.52,837.4,0,1048.07,0.16
2022-01-01 11:10:00,Station_1,41.05039881849428,-81.33126743564641,Agricultural,13.5,84.99,11.16,797.87,6,1011.11,0.7
2022-01-01 11:15:00,Station_1,33.42120142187727,-63.21539690043019,Forest,14.29,78.77,1.04,158.8,1,1026.39,0.76
2022-01-01 11:20:00,Station_1,43.730460562777765,-76.4280044145527,Forest,8.88,62.93,11.5,938.64,9,1002.87,0.12
2022-01-01 11:25:00,Station_1,37.09599003855954,-78.8993688339779,Water,29.91,79.74,11.04,440.13,10,1033.85,0.72
2022-01-01 11:30:00,Station_1,47.096021930514105,-123.86072523241685,Water,10.3,45.6,12.44,297.74,3,995.96,0.86
2022-01-01 11:35:00,Station_1,45.4518931607834,-98.56165744919264,Agricultural,27.9,71.61,0.52,737.88,9,996.95,0.47
2022-01-01 11:40:00,Station_1,40.24509100840132,-90.3621377779296,Urban,21.89,64.56,0.86,604.53,5,1041.51,0.86
2022-01-01 11:45:00,Station_1,37.624632885858205,-70.89132018261708,Water,13.63,75.97,11.78,722.33,8,999.35,0.2
2022-01-01 11:50:00,Station_1,47.59288021071221,-79.01536207340394,Barren,-6.58,77.71,1.79,673.58,3,1020.55,0.3
2022-01-01 11:55:00,Station_1,25.50440265332135,-100.31044256144206,Urban,-0.98,73.58,5.05,491.53,5,1036.78,0.47
2022-01-01 12:00:00,Station_1,32.493876818096965,-64.43350811706034,Agricultural,13.04,84.26,3.39,765.02,4,984.06,0.27
2022-01-01 12:05:00,Station_1,25.022798811086556,-61.0839972057995,Agricultural,0.26,47.29,12.88,223.18,7,995.6,0.6
2022-01-01 12:10:00,Station_1,48.43737576516628,-79.41298497834039,Forest,11.62,72.67,1.58,119.47,3,984.45,0.69
2022-01-01 12:15:00,Station_1,35.93819130301953,-103.318346083772,Water,7.17,67.6,9.63,717.22,3,1042.07,0.45
2022-01-01 12:20:00,Station_1,32.8915085814168,-69.46488847405826,Agricultural,30.13,88.36,14.09,902.9,4,1002.95,0.58
2022-01-01 12:25:00,Station_1,37.60468090151093,-84.56954963104054,Forest,12.34,54.02,11.79,851.62,9,996.75,0.75
2022-01-01 12:30:00,Station_1,42.17819227983424,-68.76203477050407,Agricultural,27.63,88.81,8.74,356.63,2,1041.32,0.48
2022-01-01 12:35:00,Station_1,33.09751241194027,-63.1522697663555,Forest,-9.42,43.89,7.28,512.94,10,1002.7,0.86
2022-01-01 12:40:00,Station_1,49.88170768435016,-91.57858762587844,Barren,2.11,61.07,2.88,124.74,0,1024.77,0.82
2022-01-01 12:45:00,Station_1,27.376725219532112,-114.51270240443895,Urban,11.93,46.8,1.01,160.55,9,1033.96,0.23
2022-01-01 12:50:00,Station_1,32.254538397396274,-124.33981153779295,Water,29.34,70.76,12.05,219.89,6,1001.43,0.22
2022-01-01 12:55:00,Station_1,43.07849861146697,-72.00894364533391,Water,-3.97,57.82,11.83,382.16,9,1046.41,0.3
2022-01-01 13:00:00,Station_1,26.43959860289109,-88.78228707467136,Urban,-5.78,71.69,6.78,748.62,4,985.76,0.78
2022-01-01 13:05:00,Station_1,40.58049043545121,-81.04507438382166,Agricultural,22.32,44.35,9.06,516.08,3,1020.19,0.51
2022-01-01 13:10:00,Station_1,28.104523221916487,-92.98634118410082,Barren,20.52,42.74,8.07,689.05,5,1014.64,0.21
2022-01-01 13:15:00,Station_1,35.81106071912937,-101.66524045121267,Urban,-0.29,60.19,7.55,305.47,8,1044.54,0.81
2022-01-01 13:20:00,Station_1,31.207877715063496,-108.12943920402903,Water,12.77,31.75,5.6,750.81,6,1039.44,0.23
2022-01-01 13:25:00,Station_1,30.506299580795556,-73.82882290074807,Agricultural,6.21,41.26,9.35,676.88,2,981.42,0.66
2022-01-01 13:30:00,Station_1,48.3088366215154,-70.05110327300427,Water,16.46,50.78,8.04,233.72,6,1027.55,0.86
2022-01-01 13:35:00,Station_1,44.03801392808239,-117.78798326423647,Urban,15.13,73.12,5.47,402.47,6,1014.07,0.79
2022-01-01 13:40:00,Station_1,36.747142591817855,-70.32405753603967,Forest,15.9,68.53,10.47,141.01,2,1001.82,0.67
2022-01-01 13:45:00,Station_1,36.16887440843947,-90.07416541336906,Barren,27.64,79.33,4.27,179.56,10,993.64,0.27
2022-01-01 13:50:00,Station_1,43.84976710755639,-106.2304869213845,Forest,27.21,39.75,2.79,582.79,8,1029.82,0.4
2022-01-01 13:55:00,Station_1,32.28112632058289,-69.87597099861729,Forest,-0.18,43.69,2.39,897.25,8,986.99,0.17
2022-01-01 14:00:00,Station_1,44.55025079978857,-119.94391482273542,Agricultural,30.16,71.93,10.73,577.41,5,1023.59,0.39
2022-01-01 14:05:00,Station_1,48.18998918320058,-76.43558782056081,Urban,28.95,69.92,3.95,258.97,5,1014.48,0.74
2022-01-01 14:10:00,Station_1,32.00999028448222,-65.5536578107224,Barren,9.69,32.17,0.05,263.4,5,1011.2,0.22
2022-01-01 14:15:00,Station_1,26.58443205439478,-69.38330478024955,Agricultural,7.19,41.94,6.11,483.45,10,1042.89,0.39
2022-01-01 14:20:00,Station_1,44.77195715618065,-106.55255553488065,Water,-9.52,42.19,3.89,370.4,6,1040.27,0.81
2022-01-01 14:25:00,Station_1,44.43599558874904,-91.39597509189365,Urban,19.98,84.1,12.57,467.06,3,1015.25,0.64
2022-01-01 14:30:00,Station_1,29.09085844664239,-60.811490709030366,Forest,3.06,55.01,7.81,952.25,8,983.96,0.53
2022-01-01 14:35:00,Station_1,46.95657809577449,-115.57045742142412,Agricultural,-7.28,55.54,1.81,812.24,2,983.06,0.45
2022-01-01 14:40:00,Station_1,29.758356550593223,-77.97062505311156,Barren,28.56,57.18,3.92,987.95,6,1048.51,0.22
2022-01-01 14:45:00,Station_1,44.85966656854582,-98.66509279869534,Forest,15.26,82.55,3.34,804.84,1,992.22,0.13
2022-01-01 14:50:00,Station_1,31.523881882570908,-70.68973225854779,Water,-3.1,60.77,2.38,742.38,8,1005.39,0.69
2022-01-01 14:55:00,Station_1,41.53327386556232,-67.55659028482128,Barren,15.78,85.25,4.6,623.66,4,1032.45,0.61
2022-01-01 15:00:00,Station_1,48.42981907518835,-83.4985876275008,Water,20.37,67.84,5.81,960.99,3,1044.54,0.55
2022-01-01 15:05:00,Station_1,31.213912505961048,-80.37608792398983,Urban,-4.31,79.46,11.76,636.07,6,1048.91,0.1
2022-01-01 15:10:00,Station_1,33.38256301537476,-102.87177585481842,Forest,15.78,60.49,5.24,376.3,9,1025.84,0.66
2022-01-01 15:15:00,Station_1,43.901481777266795,-119.34919303357516,Barren,21.39,66.94,2.18,572.26,2,987.29,0.78
2022-01-01 15:20:00,Station_1,43.30934191743148,-111.94956165554282,Urban,-6.41,47.12,5.17,535.0,9,999.11,0.12
2022-01-01 15:25:00,Station_1,44.26820089485666,-119.92792207090399,Agricultural,23.97,75.56,6.24,658.52,10,1026.15,0.58
2022-01-01 15:30:00,Station_1,29.363586555170677,-93.31683495817299,Barren,16.8,87.68,9.81,403.52,6,1018.16,0.72
2022-01-01 15:35:00,Station_1,41.87873247429674,-102.1816840494182,Barren,18.8,76.08,13.99,208.85,4,1045.12,0.41
2022-01-01 15:40:00,Station_1,38.83840371218662,-104.43093887783986,Agricultural,10.3,53.93,9.65,343.06,7,1028.46,0.19
2022-01-01 15:45:00,Station_1,40.547821882848716,-65.20055185044495,Forest,27.13,76.37,1.27,237.65,7,1044.04,0.16
2022-01-01 15:50:00,Station_1,46.991476039962876,-111.06091535309793,Barren,11.94,54.71,14.47,689.18,10,1007.92,0.22
2022-01-01 15:55:00,Station_1,45.64057315258559,-82.19253663578866,Urban,6.04,30.87,0.09,337.12,3,997.06,0.43
2022-01-01 16:00:00,Station_1,38.61919420544582,-101.47819682518282,Water,-9.4,43.1,5.65,486.1,10,1041.15,0.68
2022-01-01 16:05:00,Station_1,47.80977840623422,-80.59441673388721,Forest,32.59,77.89,2.93,818.61,4,996.55,0.71
2022-01-01 16:10:00,Station_1,46.63329045680416,-111.16396776459449,Barren,5.52,55.2,9.56,580.43,7,1037.1,0.89
2022-01-01 16:15:00,Station_1,46.25443322315333,-102.92872090070716,Agricultural,18.6,66.15,2.6,334.45,10,1041.56,0.14
2022-01-01 16:20:00,Station_1,49.17538986786754,-123.4440861298859,Agricultural,-1.71,55.62,6.91,335.63,5,1041.24,0.45
2022-01-01 16:25:00,Station_1,33.5263756592756,-110.75415204293473,Agricultural,14.03,62.02,0.22,254.33,2,1040.87,0.36
2022-01-01 16:30:00,Station_1,36.65974965195264,-107.23394513812818,Barren,29.74,59.31,1.34,784.68,3,982.26,0.14
2022-01-01 16:35:00,Station_1,43.22927907123136,-66.63713713220318,Urban,2.18,47.66,14.82,989.78,10,1018.11,0.21
2022-01-01 16:40:00,Station_1,40.4692154083751,-115.12358396787198,Agricultural,33.66,82.9,11.73,835.86,8,1038.48,0.29
2022-01-01 16:45:00,Station_1,45.12477569835056,-116.64524819802817,Agricultural,7.94,37.72,5.76,385.35,3,992.16,0.15
2022-01-01 16:50:00,Station_1,49.01738930846717,-104.12839200825239,Barren,2.87,89.07,1.28,240.17,6,1028.4,0.51
2022-01-01 16:55:00,Station_1,27.915134874117356,-106.44078425081533,Forest,15.97,52.67,12.97,672.95,4,1006.04,0.5
2022-01-01 17:00:00,Station_1,47.505295049051654,-93.28424877972189,Agricultural,34.42,59.92,11.91,921.83,9,989.05,0.73
2022-01-01 17:05:00,Station_1,38.98108419563242,-121.95453699768943,Barren,-8.35,44.45,6.96,886.84,0,1002.47,0.16
2022-01-01 17:10:00,Station_1,34.407218442878495,-60.67814446719518,Forest,26.51,35.04,3.25,248.84,0,1049.67,0.22
2022-01-01 17:15:00,Station_1,49.35382885758703,-66.13152123973579,Agricultural,-7.42,54.14,14.95,894.58,10,1000.98,0.45
2022-01-01 17:20:00,Station_1,44.90758590614864,-80.11051794462986,Water,8.76,78.11,12.45,693.37,1,1030.95,0.62
